m,n,pctjeRayos,ECM,tiempo
25,25,830,0.045153,68086.9
25,25,830,0.0347972,67536.9
25,25,840,0.0434653,68465.7
25,25,840,0.0380114,66899.9
25,25,840,0.0415904,68113.9
25,25,840,0.0399145,67013
25,25,840,0.0385903,67598.3
25,25,850,0.0536367,67823.6
25,25,850,0.0448934,67913.1
25,25,850,0.0369717,68955.5
25,25,850,0.0366763,69422.9
25,25,850,0.0373247,67958.3
25,25,860,0.0375328,68879.3
25,25,860,0.0402066,69919.7
25,25,860,0.0385265,69041.7
25,25,860,0.0377374,69829.8
25,25,860,0.0357388,68727.1
25,25,870,0.0362275,69339
25,25,870,0.047213,70688.2
25,25,870,0.0429971,70507.8
25,25,870,0.0509034,70706
25,25,870,0.0407669,70546.3
25,25,880,0.0409097,72036.1
25,25,880,0.0420921,70495.1
25,25,880,0.0575817,71934.1
25,25,880,0.0473305,69607.5
25,25,880,0.0334499,69287.6
25,25,890,0.0326869,71406
25,25,890,0.0362543,72201.7
25,25,890,0.0380366,72107.6
25,25,890,0.0470368,70880.7
25,25,890,0.0474049,70865.5
25,25,900,0.0390155,71342.7
25,25,900,0.0346659,71278
25,25,900,0.0363524,71064.7
25,25,900,0.0389387,71247
25,25,900,0.0367333,73101.4
25,25,910,0.0418643,71637.9
25,25,910,0.0534567,72193.7
25,25,910,0.0394575,72729.1
25,25,910,0.0535811,72061.7
25,25,910,0.042088,72200.7
25,25,920,0.039822,72577.3
25,25,920,0.031312,72472.7
25,25,920,0.0365568,73032.4
25,25,920,0.032332,72509.5
25,25,920,0.0322723,72616.2
25,25,930,0.0488328,74768.8
25,25,930,0.0427634,72868.5
25,25,930,0.0394064,74536.8
25,25,930,0.0489008,74444.8
25,25,930,0.0394492,74561.1
25,25,940,0.055323,74424.4
25,25,940,0.0541061,74338.5
25,25,940,0.0386476,74782.5
25,25,940,0.0333371,75948.3
25,25,940,0.0421404,75718.4
25,25,950,0.0471512,76565.6
25,25,950,0.0384078,75959
25,25,950,0.046441,75891.9
25,25,950,0.0390125,75582.9
25,25,950,0.0301963,74377.3
25,25,960,0.0387824,76975.7
25,25,960,0.035098,76604.8
25,25,960,0.0388371,76704.4
25,25,960,0.0458783,76923.3
25,25,960,0.0367535,77531.9
25,25,970,0.0369348,79095.1
25,25,970,0.0432322,79799.4
25,25,970,0.0339331,77772.3
25,25,970,0.0355994,75575.1
25,25,970,0.0439321,78966.2
25,25,980,0.0369064,76499.4
25,25,980,0.0389406,77335.4
25,25,980,0.0349107,78716.4
25,25,980,0.0358031,76670
25,25,980,0.0378876,78646.5
25,25,990,0.0579134,79322.8
25,25,990,0.0389221,78113.7
25,25,990,0.0370511,77277.7
25,25,990,0.0389725,78451.9
25,25,990,0.0436023,77654.6
25,25,1000,0.034805,79702.1
25,25,1000,0.0388198,79744.5
25,25,1000,0.0366226,78165.3
25,25,1000,0.0412676,77821.3
25,25,1000,0.0455377,77658.5
